id,name,food_insecure_all,food_insecure_children,low_birthweight,diabetes,disability,no_insurance,housing_cost_burdened,severely_housing_cost_burdened,wage_fair_market_rent,median_income,below_poverty,unemployment,credit_score,debt,children,seniors,people_color,college_less,rural_population,geography
01059,Franklin County,13,26.2,8.986873107,13.6,18.999426,14.095524,24.532433,3.7868228,11.65,36138,48.841011,5.900000095,640,46.10526276,30.965206,32.743439,21.926964,79.391251,70.36651527,county
01061,Geneva County,15.3,26,8.127376426,15.8,22.027866,14.701651,23.339371,3.5937049,13.37,36519,46.176281,5.800000191,650.5,39.38775635,29.830158,33.75246,15.938723,80.521133,89.64165734,county
01063,Greene County,31.4,34.3,14.78968792,21.1,26.165924,14.049684,43.656715,3.7385418,11.65,21339,67.22522,10,596,53.125,25.523012,34.985516,82.857811,84.023468,100,county
01065,Hale County,23.4,25.7,14.31654676,17.1,21.28401,11.050797,32.120075,5.8745308,15.48,33351,50.930222,7.699999809,621,49.40239334,29.892401,32.162071,60.030342,79.137741,89.16878173,county
01067,Henry County,15.5,21.5,9.93485342,18.9,19.721304,11.454889,23.841059,3.3895028,12.23,41045,40.702003,6.5,671,33.85213852,27.682623,33.465084,31.43655,76.384911,87.75286094,county
01069,Houston County,17.3,24,10.15556529,13.6,17.410683,10.746988,26.948284,7.7800846,13.37,42321,43.235737,5.800000191,656,37.40321732,29.210815,31.868666,33.130241,70.230446,33.80405133,county
01071,Jackson County,14,25.1,8.834729627,14.2,17.737045,11.944338,22.073395,3.6313441,12.02,38422,42.966393,6.300000191,669,35.14450836,28.553522,33.687641,10.507906,79.026917,77.01730325,county
01073,Jefferson County,19,22.2,11.10445829,12.9,15.49547,8.5688066,29.609835,8.7273645,16.96,50180,34.709003,5.699999809,642,44.77705383,30.054907,27.259605,49.876804,58.558445,9.833765145,county
01075,Lamar County,16.2,27.1,9.834469328,14.6,23.171959,12.699326,21.669054,3.9230723,11.65,34298,53.361588,5.599999905,665,35.42601013,29.06822,35.407654,13.863218,80.496094,100,county
01077,Lauderdale County,15.1,24,10.03979186,14.1,14.579659,8.24582,25.151657,5.15482,12.87,43427,38.810394,6.400000095,675,34.07665634,28.786798,32.021122,15.008473,71.051804,49.29510619,county
01079,Lawrence County,14.6,23,8.228346457,14,20.454136,11.049208,20.821138,2.431613,12.87,42339,39.850739,6.900000095,652,43.63636398,31.348997,29.877636,23.342205,82.597008,91.28978712,county
01081,Lee County,18,21.6,8.215774287,10.1,14.161733,7.7423892,34.052094,10.858761,15.9,48056,35.223495,5.199999809,665,35.04779434,27.878492,21.306061,32.132488,56.367638,27.40949896,county
01083,Limestone County,12.4,20.2,9.141234918,12.3,17.52721,12.510891,23.249062,5.3780823,13.79,50872,34.744194,5.300000191,677,34.48993683,30.586573,26.913425,22.563345,70.740555,57.60914208,county
01085,Lowndes County,28.1,30.7,14.67221644,20.3,23.30468,12.655206,36.280571,4.8152013,15.94,27914,55.165173,10.600000380000001,632,47.67441559,28.504011,32.232185,75.598679,80.376831,100,county
01087,Macon County,27,26.3,13.38582677,19.8,17.277674,10.772233,35.013153,8.8627119,11.65,32390,53.808563,7.599999905,585,55.48387146,24.497789,33.316486,84.576309,73.884323,55.54726832,county
01089,Madison County,14.3,19.6,9.743907903,12.3,12.79153,7.4309587,25.057974,6.1500235,13.79,60503,27.565285,5.099999905,681,34,29.441982,25.897724,35.036011,52.293674,16.44151477,county
01091,Marengo County,23.6,27.3,12.82352941,18.7,23.70542,12.245618,33.833035,6.081059,11.65,30713,52.75563,7.199999809,636,46.86567307,27.610748,30.224567,54.549988,77.037796,69.31564179,county
01093,Marion County,13.9,24.3,8.798882682,17.6,24.834003,9.5655394,23.210617,3.75067,11.65,34074,46.287281,6.599999905,652.5,39.74359131,31.971809,33.909981,7.9533043,78.781685,88.85495191,county
01095,Marshall County,12.2,24.7,8.097475686,13,13.612549,11.179578,27.122078,7.2496929,11.98,42362,42.448406,5.300000191,656,37.07483292,33.876633,30.760813,17.658197,75.597145,53.26868704,county
01097,Mobile County,18.9,24.2,11.79259713,14.7,14.541899,11.416545,30.986496,9.1092176,16.15,45744,37.255375,6.599999905,637,44.32504272,30.311632,28.846067,42.80246,67.231392,20.02024252,county
01099,Monroe County,25.4,28.8,13.93791844,16.2,13.291953,16.418392,25.700113,6.7863688,11.65,28182,51.873676,9.100000381,642,45.10385513,24.759501,31.541607,45.333332,79.903313,79.0445639,county
01101,Montgomery County,22.1,23.5,12.08886062,13.2,15.273847,9.6125765,34.147354,12.368967,15.94,45395,39.716099,5.699999809,617,48.15493393,30.798111,24.836227,64.057663,62.085175,10.49123006,county
01103,Morgan County,13.2,22.1,8.513201486,13,17.657959,7.9212317,24.461048,4.6631765,12.87,44378,35.160175,5.5,667,39.64912415,27.101929,29.743841,23.380869,71.238998,38.59737217,county
01105,Perry County,30.2,35.1,13.61502347,20.9,25.837025,15.380653,41.050373,4.2573309,11.65,24912,65.69883,10.30000019,604,57.02479553,20.54409,41.619762,70.373383,81.535095,100,county
01107,Pickens County,20.5,26.4,12.61319534,15.9,24.864101,11.080912,31.425688,6.2001505,11.65,31679,50.549107,6.900000095,630,48.01223373,27.540037,32.055656,45.145195,81.276634,100,county
01109,Pike County,21.4,24.5,10.28210839,13.4,16.35726,10.552095,31.639524,12.320422,11.65,33193,48.515862,6.5,638,46.82203674,25.02734,26.183409,43.438412,70.985832,51.67938235,county
01111,Randolph County,16.3,24.7,9.902130109,15.6,15.713711,11.936162,24.819427,7.4231348,11.94,37496,43.220608,5.599999905,652,40.6976738,28.20159,34.668045,24.563343,77.210075,81.34246934,county
01113,Russell County,20.1,24,10.13071895,12.6,17.397112,15.205778,32.166878,8.3208342,15.83,38400,45.181988,5.599999905,606,50.95137405,33.578114,24.869028,51.284195,73.88768,35.4089939,county
01115,St. Clair County,11.9,20.3,8.78746594,13.8,15.400823,8.990715,22.958086,3.4579597,16.96,60158,27.48715,5.199999809,670,36.23298264,34.322315,30.909378,13.696634,74.901062,72.79676528,county
01117,Shelby County,9.6,16.8,7.343963013,9.4,12.556231,5.8093786,23.472357,3.6187134,16.96,73647,21.431183,4.300000191,696,27.29475784,30.764277,26.804192,21.10405,50.545746,22.94487018,county
01119,Sumter County,29.1,28.7,11.61161161,20.4,19.984797,18.183201,41.354927000000004,11.272797,13.85,20428,64.417374,7.699999809,607,50,23.062731,28.720787,75.423409,75.803329,100,county
01121,Talladega County,18.5,25.4,11.82103351,16.3,19.373837,7.3514185,28.644169,3.8576052,12.12,39393,42.099159,6.599999905,623,50.81458664,29.958435,28.511597,36.480503,76.705322,55.81533825,county
01123,Tallapoosa County,17.9,27.2,14.16387451,14.8,18.002077,10.734435,28.730932,6.9334269,11.65,39395,45.900623,5.599999905,646,43.64723587,28.069532,34.165749,30.926805,75.665863,74.22625913,county
01125,Tuscaloosa County,17.5,21.3,11.12650046,12.6,14.270483,7.3232999,32.385731,11.028255,15.48,47787,38.021515,5.699999809,651,44.78125,28.921097,23.37826,37.021107,62.224895,25.50807578,county
01127,Walker County,15.7,26.9,10.01598295,16,26.121986,12.648745,25.484365,5.3807044,12.6,39068,43.747757,7.5,654,39.17050552,29.765745,36.06839,10.435563,79.490402,74.08799964,county
01129,Washington County,17.7,26.5,10.60985798,17.8,23.930147,13.684587,20.118343,1.3103048,12,40293,44.849617,8.600000381,661,41.57303238,32.684441,33.322426,34.939976,82.974663,100,county
01131,Wilcox County,32.3,34.8,13.23529412,20,18.509636,15.171078,33.023254,4.620224,11.65,24442,57.96833,14.399999619999999,593.5,50,22.837553,35.100208,72.569481,82.421722,100,county
01133,Winston County,14.3,27.6,10.08206331,13.3,25.597197,12.880898,23.529411,3.352246,11.65,33896,49.463829,7.099999905,664.5,42.04545212,28.221706,34.082237,5.7260633,78.667358,84.89217448,county
02013,Aleutians East Borough,12.9,16.2,NA,8.5,7.7717056,52.003647,20.610687,5.2029018,20.21,65926,37.951992,2.700000048,NA,NA,33.883251,17.385786,85.086395,81.021614,100,county
02016,Aleutians West Census Area,12.4,12.7,8.181818182,7.6,7.8463206,21.302309,22.084368,5.4693961,31.31,86964,28.715729,3.299999952,NA,NA,35.919056,11.804385,73.958694,77.919579,100,county
02020,Anchorage Municipality,12,15.7,6.192759235,7.1,11.941854,10.662704,31.146278,7.4188738,25.71,85634,18.292948,5.599999905,672,32.56311417,33.930012,19.900427,41.490047,54.69981,4.117179415,county
02050,Bethel Census Area,21.7,29.4,5.704918033,6.5,10.11089,25.135057,22.814241,3.6589191,28.48,53296,55.874054,14.30000019,568,41.91919327,55.675083,21.558727,89.577858,84.64695,73.93757715,county
02060,Bristol Bay Borough,12.7,16,NA,9,12.837109,20.38835,15.555556,3.8256385,24,88000,21.103897,7,NA,NA,35,16.388889,46.921444,73.651772,100,county
02068,Denali Borough,13.7,16.6,6.432748538,6.2,9.2565947,23.21343,15.304605,1.791703,28.04,81302,25.605034,9.100000381,NA,NA,24.752476,17.68034,14.72941,52.827679,100,county
02070,Dillingham Census Area,16.9,23.5,7.192254495,9,12.61588,25.836357,26.402641,3.3082023,23.1,56055,43.619816,9.699999809,NA,NA,48,22.327272,83.172691,76.805946,100,county
02090,Fairbanks North Star Borough,12.3,15.8,5.902277924,5.6,9.7409267,11.123709,34.623329,7.3885245,26.31,77328,25.609339,5.900000095,686,27.47252846,33.325436,16.804855,28.474289,58.775307,30.87076378,county
02100,Haines Borough,13.9,18.7,NA,8.69999999999999,15.979381,23.314829,22.939068,2.3332565,18.94,53125,27.656189,10.30000019,NA,NA,23.076923,30.17094,23.101265,53.383869,100,county
02105,Hoonah-Angoon Census Area,16.1,25.9,NA,8.4,15.984776,25.975264,19.823233,5.3076835000000004,16.13,54091,33.665718,11.899999619999999,NA,NA,23.205742,30.263159,51.684856,69.221024,NA,county
02110,Juneau City and Borough,10.6,15.3,5.051622419,6,9.7955093,12.266307,28.252728,5.2613516,27.42,87436,16.755077,4.5,703,22.0930233,31.669136,19.51722,34.337719,53.208004,21.54436451,county
02122,Kenai Peninsula Borough,13.4,19.3,4.782781985,7.2,14.143327,20.157207,25.897449,4.9069457,20.81,64891,27.071676,8.600000381,684,26.21015358,28.834784,25.967133,18.599165,67.924522,79.33754513,county
02130,Ketchikan Gateway Borough,13.4,18.6,5.550952775,9.4,13.913756,15.480454,31.902689,8.3282185,24.13,64162,25.351593,6.599999905,675.5,28.92561913,31.157612,23.689768,35.413776,69.092072,23.18765304,county
02150,Kodiak Island Borough,11.2,16.1,5.155951623,6.9,11.809121,22.666868,34.26276,7.2328978,20.4,73068,27.123249,5.199999809,697,22.27272606,42.159214,16.837513,49.224026,66.859306,31.31989405,county
02158,Kusilvak Census Area,27.3,37.6,6.246246246,5.4,10.271828,25.992733,19.18919,1.4925908,17.75,38160,71.460899,21.700000760000002,524,48.10126877,70.069206,20.357555,96.271736,93.108925,NA,county
02164,Lake and Peninsula Borough,18.6,26.3,4.424778761,7.2,11.055989,33.947556,20.843674,0.76314437,16.94,43864,44.96788,12.600000380000001,NA,NA,42.521366,16.239317,79.73069,83.71257,100,county
02170,Matanuska-Susitna Borough,12.5,17.9,5.527689631,7.9,12.843328,15.136255,29.231279,5.6423898,21.37,69332,24.502853000000002,8.300000191,683,25.88904762,32.799866,22.276852,20.670723,69.945168,50.29383673,county
02180,Nome Census Area,21.4,28.4,5.472636816,7,10.736798,26.847162,31.687403,6.0703735,29.25,51563,51.53125,12.80000019,617,31.06796074,54.324417,20.111149,84.71505,82.038475,66.05562579,county
02185,North Slope Borough,14.5,19,6.26029654,7,9.5342293,24.934875,19.28651,6.134172,22.69,72027,26.883184,6.800000191,615,38.93805313,52.378593,14.519326,68.433014,79.297241,59.33191941,county
02188,Northwest Arctic Borough,22.6,30.2,6.641221374,7.4,10.317048,31.146049,23.373493,2.7765241,24.54,61341,47.774284,16.10000038,576,39.50617218,59.506302,21.638657,88.838539,85.0569,57.46377775,county
02195,Petersburg Census Area,12.7,18.3,NA,7.2,13.737819,15.624018,26.932669,9.6481018,20.87,63940,26.026531,9.100000381,NA,NA,29.34519,26.111561,32.978725,65.957443,NA,county
02198,Prince of Wales-Hyder Census Area,16.5,24.2,NA,8.5,16.991205,31.155781,18.87324,3.8989437,19.85,51887,34.417645,12.30000019,NA,NA,32.112923,23.908249,54.863506,78.774567,NA,county
02220,Sitka City and Borough,12,15.4,6.432748538,7.1,12.280301,18.603058,29.823494,8.2500935,24.25,70160,23.036709,4.699999809,693,24.16107368,29.651827,24.172375,37.8545,58.878654,20.87602747,county
02230,Skagway Municipality,14.3,18.1,NA,6.4,8.6785011,23.372782,24.310776,3.7701552,25.98,64853,17.54212,11.30000019,NA,NA,17.056074,16.355141,23.570019,60.223049,NA,county
02240,Southeast Fairbanks Census Area,15.1,21.8,4.591836735,8.19999999999999,14.565375,21.753103,19.393005,3.9142952,23.46,63713,34.737907,10.80000019,709.5,18.62745094,33.669064,27.865707,24.605453,70.166855,100,county
02261,Valdez-Cordova Census Area,12.2,16.3,4.485776805,8.1,11.521926,20.883492,21.980762,3.9216175,22.96,82511,21.400448,8.600000381,705,23.87096786,28.634661,18.760639,29.85717,61.22905,100,county
02275,Wrangell City and Borough,13.3,19.3,NA,9.4,18.715904,18.12841,23.488602,3.8714421,18.5,52986,34.913975,7.599999905,NA,NA,27.177032,31.387558,33.610992,72.948502,NA,county
02282,Yakutat City and Borough,13.8,19.2,NA,8.3,8.2043343,19.040247,20.960699,3.9711614,21.5,66875,32.50774,8.600000381,NA,NA,31.174091,27.935223,56.811142,74.944565,100,county
02290,Yukon-Koyukuk Census Area,22.1,31.7,4.844290657,9.1,16.032316,35.29623,22.215811,3.0626402,15.17,38451,49.30518,18,627,37.97468185,35.386169,29.025745,78.75,83.083878,100,county
04001,Apache County,25.5,35.1,6.991661321,14.3,13.616986,23.593716,17.612637,2.4531593,13.4,34685,58.53743,11.5,573,58.98520279,38.31052,35.932659,81.428131,80.792389,74.06107553,county
04003,Cochise County,14.5,23.3,7.895422566,10.1,15.651898,7.816956,29.942556,8.0006819,14.98,45508,44.205067,6.199999809,675,31.64435959,27.535048,39.715237,44.482784,65.541107,36.30106741,county
04005,Coconino County,19.1,24.4,7.81739646,7.5,11.16563,11.526502,35.079227,11.493321,21.71,55091,39.907673,6,662,34.61538696,25.056952,25.438744,45.484997,57.094521,31.46606557,county
04007,Gila County,17.5,28.1,8.109360519,10.8,22.022652,14.033482,28.283375,4.639637,16.56,40593,44.701115,7.199999809,675,37.12871552,25.135464,44.516068,36.777676,73.203308,41.06199974,county
04009,Graham County,15.5,24.9,7.19820045,10.7,13.400616,11.346332,23.689707,6.1070409,15.1,47422,44.231468,6.699999809,652,42.47422791,38.240955,29.445717,48.538464,77.165596,46.43739925,county
04011,Greenlee County,13.1,22.4,5.786026201,10.6,13.218641,11.454703,13.78764,3.5201542,13.46,51813,40.830032,7.599999905,619,53.4883728,36.8437,23.975721,52.222466,78.568947,46.56868555,county
04012,La Paz County,15.3,26.6,6.018194542,14.9,21.701303,12.240231,18.51981,3.3235993,14.62,36321,52.373131,6,667.5,37.32876587,19.050213,52.750248,41.115051,83.427681,56.32778564,county
04013,Maricopa County,14.3,21.1,7.028963038,9,11.327477,10.266725,32.28809,8.7992296,19.48,58737,33.344067,4.599999905,675,34.94346619,33.091496,27.955448,44.071491,59.769791,2.363799695,county
04015,Mohave County,17.8,25.9,7.09120425,12.6,23.859076,7.454999,31.256586,7.2654099,15.33,42423,41.392845,6.599999905,672,37.2286644,20.216551,48.448326,22.290976,79.919113,22.96364381,county
04017,Navajo County,21.9,30.7,8.572440666,13.1,19.125847,11.318108,26.458996,8.0610218,13.88,36998,51.164963,8.199999809,618,48.75399399,35.757881,38.053413,59.117844,77.4375,54.13824233,county
04019,Pima County,14.1,22.1,7.055481687,8.6,15.560675,8.6506271,32.671265,9.8939943,16.42,47560,39.428577,5,675,33.37902832,26.930285,34.011997,47.609837,59.52993,7.523491145,county
04021,Pinal County,13.9,22.4,6.881473671,12,15.700571,7.8467188,27.756849,5.3134284,19.48,52555,36.863861,5.5,665,38.97738647,29.921722,40.389263,42.30014,69.811867,21.90462251,county
04023,Santa Cruz County,8.3,24.1,7.43006993,9,11.689885,15.456,35.167431,8.939599,13.67,38941,52.764954,10,668,35.45232391,43.184452,32.7584,84.725121,71.374474,26.88317166,county
04025,Yavapai County,15.5,22.2,7.12411238,10.4,18.007927,9.0994701,34.171848,7.0298047,17.13,50420,33.240528,4.900000095,707,27.53961945,16.558201,49.522964,18.840641,65.953827,33.19717769,county
04027,Yuma County,16.1,31.6,6.021939689,12.9,11.693007,12.794725,31.910244,6.0570617,15.38,43518,46.820213,18.799999239999998,664,35.64227676,36.732265,35.506077,68.208099,78.717384,10.42957635,county
05001,Arkansas County,19.1,23.7,10.64552661,12.9,23.174257,9.533679,26.041222,4.3932486,12.19,37330,48.647762,3.4000000950000002,660,38.15789413,32.062458,30.500975,29.608488,79.890152,34.70739786,county
05003,Ashley County,19.2,25.9,11.62918267,15.1,22.351358,12.179425,22.621618,5.5006518,12.17,36352,48.754154,6.199999809,627,48.8571434,32.261932,33.24538,32.012005,81.111809,51.6816913,county
05005,Baxter County,13.9,23.2,7.261663286,16.4,21.517206,9.2142591,25.070292,3.7015696,13.19,38115,39.048256,4.300000191,705,30.15873146,20.702066,46.564423,4.7570229,73.974869,65.84202539,county
05007,Benton County,10.8,18.8,7.413915736,9.1,9.6968212,8.1046257,22.563662,5.2191792,13.9,63631,27.902863,2.9000000950000002,700,29.84922028,39.941158,24.057611,26.061302,62.050694,25.16004861,county
05009,Boone County,14.9,23.8,6.088328076,14,20.305807,11.448788,23.94416,4.6702647,12.17,38664,44.671627,3.700000048,675,35.02993774,29.039845,33.528187,5.6593657,77.433426,62.19819527,county
05011,Bradley County,20.8,28.1,10.83333333,13.8,23.234894,14.329851,27.338652,10.081715,12.67,34665,50.979679,5.199999809,645,48.85057449,30.571428,30.285713,43.529202,79.978905,49.59158846,county
05013,Calhoun County,17.5,24.4,7.407407407,14.6,29.017857,12.24767,24.419779,6.1080189,12.42,35446,51.829147,4.599999905,676,35.08771896,28.186628,34.391533,27.140118,80.885529,100,county
05015,Carroll County,12.5,21.9,6.816143498,13.8,17.199446,16.584141,25.555765,3.5634778,12.6,38145,44.340622,3.5,677,34.86682892,26.715099,37.410336,18.912966,76.342545,72.83392844,county
05017,Chicot County,26.7,28.8,11.51984511,15,24.460295,12.772231,29.111389,9.0390577,12.17,29628,57.183605,6.5,582,62.70270538,31.478102,36.199818,60.86335,82.828674,54.27966102,county
05019,Clark County,20.4,25.2,10,11.1,19.090015,11.108625,25.287079,10.069438,12.17,35595,45.22261,4.400000095,668.5,33.55263138,30.877832,30.820904,30.629517,66.676811,54.37703849,county
05021,Clay County,17.3,27.3,7.351712615,13.7,23.609821,11.844725,27.253077,4.9230232,12.17,32404,51.463543,5.599999905,649,44.8132782,29.350689,37.362469,3.9863169,83.435074,58.85717839,county
05023,Cleburne County,15.1,24.9,7.307012375,12.8,18.278717,13.761541,24.681803,3.8801751,12.94,41717,38.458485,5.900000095,679,32.1063385,25.482624,40.694981,4.9986305,78.44429,75.52175587,county
05025,Cleveland County,17,25.4,8.695652174,13.9,22.566319,9.5426712,20.046619,2.9321859,13.29,42429,38.452309,4.5,673,24.77064323,32.37582,30.43088,15.306973,77.413193,100,county
05027,Columbia County,22.7,26.9,11.07249255,13.4,18.523664,11.554657,25.260357,4.7682023,12.17,36507,44.612293,5.699999809,618,52.94117737,32.674934,29.890734,40.7812,72.938828,57.48615184,county
05029,Conway County,18.2,27.1,8.333333333,14.7,20.876387,10.873517,30.883482,6.5821738,13.62,38266,43.802528,5.699999809,673,37.4612999,29.342106,32.368423,18.209875,76.632675,70.51661731,county
05031,Craighead County,17.5,23.2,8.551655956,13,22.62516,13.649258,27.370304,10.511938,14.29,43678,44.959743,3.200000048,652,42.54327393,33.981361,26.147238,22.034527,70.607666,32.16822372,county
05033,Crawford County,14.2,23.8,7.771535581,12.2,18.776367,12.782004,24.055059,5.1344314,13.4,41792,44.242363,3.9000000950000002,659,42.55983353,36.308815,27.751827,14.515477,78.376556,51.9613224,county
05035,Crittenden County,25,25.8,13.13004484,15.2,17.532215,11.501624,33.375359,11.15801,16.02,39407,48.567795,4.5,588,56.77655792,36.975563,24.448528,56.347073,76.149536,20.887195,county
05037,Cross County,19.4,24.1,10.87094723,14.1,21.859104,10.371237,25.620369,6.9461799,13.38,39306,47.001469,4.400000095,632,47.75086594,35.223034,32.134865,26.793236,81.219849,56.7879127,county
05039,Dallas County,20.3,23,11.76470588,15.1,24.856863,11.464879,19.785576,4.8746033,12.17,35745,44.16655,5,637,41.93548203,25.667286,35.692116,46.652882,82.77459,52.63676688,county
05041,Desha County,26.6,30,14.99162479,15.8,20.577114,11.534035,32.845142,10.318556,12.17,26519,56.465519,5.400000095,628,51.04166794,32.388973,29.039049,54.086971,82.746574,31.41912669,county
05043,Drew County,22.9,27.5,9.337349398,13.9,21.685167,12.718028,31.532372,12.079826,12.31,33092,48.662094,5.800000191,647,41.5770607,29.433325,27.826332,32.898117,75.222466,48.60878492,county
05045,Faulkner County,16.3,20.4,7.460890493,11.3,13.294774,9.4872961,28.887197,8.8838377,15.6,48506,39.048122,3.799999952,673,33.14575195,36.627693,22.675371,18.68922,64.66201,38.7602992,county
05047,Franklin County,15.9,24.7,9.489051095,14.6,19.900412,9.7870874,22.542372,8.3216085,12.35,39482,44.669876,4,676.5,30.24193573,26.714855,32.364655,7.3599634,80.21759,82.60413793,county
05049,Fulton County,16.5,30,6.735751295,16.1,25.420204,11.43285,25.237614,5.1983657,12.17,35593,49.054234,4.300000191,666,31.05590057,25.687023,41.736641,4.3410482,82.99472,92.919559,county
